Tab,ทำแล้ว,Item Code,ตำแหน่ง,Description,Trade Name,Common Name,Route,หน่วยการใช้งาน,Frequency/Rate,Note,Unit,Receipt Category,Alert Min,Alert Max,Formula,Sell Price,Rx Default,Status,Category
ยาฉุกเฉิน,,020000000069,2,Propofol (inj.),Propofol,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,200.00 / 20,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000031,1,Calcium (Cal-gluconate) (inj.),Calcium (Cal-gluconate) (inj.),Calcium (Cal-gluconate) (inj.),slow IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 80.00; 10.01-20 = 160.00; 20.01-30 = 240.00; 30.01-40 = 320.00; 40.01-50 = 400.00; 50.01-60 = 480.00; 60.01-70 = 560.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000052,1,Sodium Bicarbonate 10 ml,Sodium Bicarbonate 10 ml,Sodium Bicarbonate 10 ml,slow IV,ซีซี,,ผสมในน้ำเกลือ drip iv,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 80.00; 10.01-20 = 130.00; 20.01-30 = 180.00; 30.01-40 = 230.00; 40.01-50 = 280.00; 50.01-60 = 330.00; 60.01-70 = 380.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000050,1,Potassium 1.5 g/10 ml (inj.),Potassium inj,,CRI,ซีซี,,PO,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 80.00; 10.01-20 = 160.00; 20.01-30 = 240.00; 30.01-40 = 320.00; 40.01-50 = 400.00; 50.01-60 = 480.00; 60.01-70 = 560.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000055,2,Transamin (Tranex - 250) (inj.),Tranex - 250,Transamin (Tranex - 250) (inj.),IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 110.00; 3.01-4 = 140.00; 4.01-5 = 170.00; 5.01-10 = 200.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,030000000018,2,ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (O2  per hour),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,030000000017,2,ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,030000000083,2,ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,600.00 / ครั้ง; 600.00 / ครั้ง,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,030000000023,1,ค่าช่วยชีวิต (CPR),ค่าช่วยชีวิต (CPR),ค่าช่วยชีวิต (CPR),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,300.00 / ครั้ง; 300.00 / ครั้ง,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,030000000021,1,ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,ยาฉุกเฉิน
สัตว์ป่วยใน,,030000000006,1,ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),,กิโลกรัม,,,กิโลกรัม,ค่าฝากสัตว์ป่วย,0,0,B - Range price,0.01-5 = 150.00; 5.01-10 = 200.00; 10.01-25 = 250.00; 25.01-80 = 300.00,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000008,1,ค่าฝากสัตว์ป่วย(แมว),ค่าฝากสัตว์ป่วย(แมว),ค่าฝากสัตว์ป่วย(แมว),,ครั้ง,,,ครั้ง,ค่าฝากสัตว์ป่วย,0,0,A - Unit price,150.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,100000000002,1,ค่าตรวจสัตว์ป่วยใน,ค่าตรวจสัตว์ป่วยใน,ค่าตรวจสัตว์ป่วยใน,,ครั้ง,,,ครั้ง,ค่าตรวจ,0,0,A - Unit price,200.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000028,1,CCU box แบบเหมาคืน,CCU box แบบเหมาคืน,CCU box แบบเหมาคืน,,คืน,,,คืน,ค่าฝากสัตว์ป่วย,0.0,0.0,A - Unit price,500.00 / คืน; 500.00 / คืน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000029,1,CCU box รายชั่วโมง,CCU box รายชั่วโมง,CCU box รายชั่วโมง,,ชั่วโมง,,,ชั่วโมง,ค่าฝากสัตว์ป่วย,0.0,0.0,A - Unit price,100.00 / ชั่วโมง; 100.00 / ชั่วโมง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000090,2,ตู้กกจีน *รายชั่วโมง*,,ตู้กกจีน *รายชั่วโมง*,,ชั่วโมง,,,ชั่วโมง,อื่นๆ,0.0,0.0,A - Unit price,50.00 / ชั่วโมง; 50.00 / ชั่วโมง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000091,2,ตู้กกจีน *เหมาคืน*,,ตู้กกจีน *เหมาคืน*,,คืน,,,คืน,อื่นๆ,0.0,0.0,A - Unit price,250.00 / คืน; 250.00 / คืน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000094,2,ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump)**24hr**,(Infusion pump)**24hr**,ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump)**24hr**,,ครั้ง,,,ครั้ง,วัสดุการแพทย์,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000029,2,ป้อนอาหาร,ป้อนอาหาร,ป้อนอาหาร,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000030,3,ป้อนยา,ป้อนยา,ป้อนยา,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000004,2,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000165,1,ไซริงค์ 50 ซีซี (Syringe 50 ml) ป้อนอาหาร,ไซริงค์ 50 ซีซี (Syringe 50 ml) ป้อนอาหาร,ไซริงค์ 50 ซีซี (Syringe 50 ml) ป้อนอาหาร,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000014,2,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,150.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000015,1,ค่าหัตถการเช็ดหูแบบรุนแรง (Ear dressing severe),ค่าหัตถการเช็ดหูแบบรุนแรง (Ear dressing severe),ค่าหัตถการเช็ดหูแบบรุนแรง (Ear dressing severe),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,200.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000050,1,แผ่นรองซับ L,แผ่นรองซับ L,แผ่นรองซับ L,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / แผ่น; 20.00 / แผ่น,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000051,1,แผ่นรองซับ L (ขายยกห่อ),แผ่นรองซับ L (ขายยกห่อ),แผ่นรองซับ L (ขายยกห่อ),,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,105.00 / แผ่น; 105.00 / แผ่น,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,080000000024,3,ค่าหัตถการทำแผล,ค่าหัตถการทำแผล,ค่าหัตถการทำแผล,,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000018,2,ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (O2  per hour),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000017,2,ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,030000000083,2,ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,600.00 / ครั้ง; 600.00 / ครั้ง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,090000000030,1,Recovery can อาหารสำหรับสุนัข และแมวระยะพักฟื้น 195 กรัม,Recovery can,Recovery can อาหารสำหรับสุนัข และแมวระยะพักฟื้น 195 กรัม,,กระป๋อง,,,กระป๋อง,ค่าอาหารกระป๋อง,0.0,0.0,A - Unit price,150.00 / กระป๋อง,มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000004,2,ปลอกคอกันเลียเบอร์ 7.5 (Collar No. 7.5),Collar No. 7.5,Collar No. 7.5,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,130.00 / อัน; 130.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000005,2,ปลอกคอกันเลียเบอร์ 10 (Collar No.10),Collar No.10,Collar No.10,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,140.00 / อัน; 140.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000006,2,ปลอกคอกันเลียเบอร์ 12.5 (Collar No.12.5),Collar No.12.5,Collar No.12.5,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,160.00 / อัน; 160.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000007,2,ปลอกคอกันเลียเบอร์ 15 (Collar No. 15),Collar No. 15,Collar No. 15,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,170.00 / อัน; 170.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000008,2,ปลอกคอกันเลียเบอร์ 20 (Collar No.20),Collar No.20,Collar No.20,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / อัน; 200.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000009,2,ปลอกคอกันเลียเบอร์ 25 (Collar No.25),Collar No.25,Collar No.25,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,225.00 / อัน; 225.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,050000000010,2,ปลอกคอกันเลียเบอร์ 30 (Collar No.30),Collar No.30,Collar No.30,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,270.00 / อัน; 270.00 / อัน,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,090000000034,1,Meo 400 g อาหารกระป๋องแมว,Meo 400g อาหารกระป๋องแมว,Meo 400g  อาหารกระป๋องแมว,,กระป๋อง,,,กระป๋อง,ค่าอาหารกระป๋อง,0.0,0.0,A - Unit price,55.00 / กระป๋อง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ป่วยใน,,090000000035,1,pedigree1.15 kg  อาหารกระป๋องสุนัข,pedigree (รสเนื้อ) อาหารกระป๋องสุนัข,pedigree อาหารกระป๋องสุนัข,,กระป๋อง,,,กระป๋อง,ค่าอาหารกระป๋อง,0.0,0.0,A - Unit price,170.00 / กระป๋อง,ไม่มี,Active,สัตว์ป่วยใน / CCU
สัตว์ใหญ่,,980000000003,1,ค่าบริการฟาร์ม,,,,บาท,,,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
สัตว์ใหญ่,,980000000004,1,ค่าที่ปรึกษา,,,,บาท,,,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
สัตว์ใหญ่,,980000000002,1,ค่าปาดแต่งกีบโค,,,,บาท,,,บาท,ค่าหัตถการ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
สัตว์ใหญ่,,990000000007,1,โครงการให้คำปรึกษาทางด้านการจัดการสุขภาพและผลผลิตระดับฝูง,,,,บาท,,,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
สัตว์ใหญ่,,030000000086,1,ค่าอุปกรณ์สำหรับการวิเคราะห์โซมาติกเซลล์,,,,บาท,,,บาท,ค่าตรวจทางห้องปฎิบัติการ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
สัตว์ใหญ่,,030000000080,1,ค่าตรวจ Somatic cell count,,,,บาท,,,บาท,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,สัตว์ใหญ่
อื่นๆ,,990000000003,1,ค่าที่พัก,,,,บาท,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,อื่นๆ
อื่นๆ,,990000000002,1,ค่าสาธารณูปโภค,,,,บาท,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,อื่นๆ
อื่นๆ,,990000000001,1,ค่าเช่าพื้นที่,ค่าเช่าพื้นที่,ค่าเช่าพื้นที่,,บาท,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,อื่นๆ
อื่นๆ,,990000000004,1,จำหน่ายวัสดุต่างๆ,,,,บาท,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,อื่นๆ
อื่นๆ,,990000000005,1,ค่าฝึกงานนักศึกษาสัตวแพทย์ต่างสถาบัน,,,,บาท,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,อื่นๆ
