Item Code(รหัส),Description(ชื่อยา/บริการ),Trade Name(ชื่อการค้า),Common Name(ชื่อใช้เรียกบ่อย),Unit(หน่วยนับ),Receipt Category(หมวดใบเสร็จ),Alert Min,Alert Max,Formula,Sell Price(ราคาขาย),Rx Default,Status
'030000000074,ส่องตรวจเส้นขน(trichogram),ส่องตรวจเส้นขน(trichogram),ส่องตรวจเส้นขน(trichogram),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000075,vaginal cytology (ตรวจเซลล๋ช่องคลอด/ครั้ง),vaginal cytology (ตรวจเซลล๋ช่องคลอด/ครั้ง),vaginal cytology (ตรวจเซลล๋ช่องคลอด/ครั้ง),ครั้ง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
'030000000076,ค่าบริการผ่าตัดนอกเวลาราชการ,ค่าบริการผ่าตัดนอกเวลาราชการ,ค่าบริกาผ่ารตัดนอกเวลาราชการ,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active
'030000000077,ค่าบริการย้อมสีตา(fluorescin),ค่าบริการย้อมสีตา(fluorescein),ค่าบริการย้อมสีตา(fluorescein),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000078,ค่าบริการวัดระดับน้ำตา (STT),ค่าบริการวัดระดับน้ำตา (STT),ค่าบริการวัดระดับน้ำตา (STT),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000079,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,ครั้ง,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,500.00 / ครั้ง; 500.00 / ครั้ง,ไม่มี,Active
'030000000080,ค่าตรวจ Somatic cell count,,,บาท,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000081,ค่าบริการทางการแพทย์,,,ครั้ง,ค่าบริการทางการแพทย์,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
'030000000082,ค่าบริการศัลยกรรม,ค่าบริการศัลยกรรม,ค่าบริการศัลยกรรม,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active
'030000000083,ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 24 ชม.(oxygen 24 hr.),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,600.00 / ครั้ง; 600.00 / ครั้ง,ไม่มี,Active
'030000000084,ค่าหัตถการส่องกล้อง (endoscope),ค่าหัตถการส่องกล้อง (endoscope),ค่าหัตถการส่องกล้อง (endoscope),บาท,ค่าตรวจวินิจฉัยส่องกล้อง,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000085,bacterial culture:Special request,bacterial culture:Special request,bacterial culture:Special request,ตัว,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / ตัว,ไม่มี,Active
'030000000086,ค่าอุปกรณ์สำหรับการวิเคราะห์โซมาติกเซลล์,,,บาท,ค่าตรวจทางห้องปฎิบัติการ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active
'030000000087,ค่าฝากสัตว์ป่วย(exotic),ค่าฝากสัตว์ป่วย(exotic),ค่าฝากสัตว์ป่วย(exotic),วัน,ค่าฝากสัตว์ป่วย,0,0,A - Unit price,150.00 / วัน,ไม่มี,Active
'030000000088,ค่าเผาทำลายซากสัตว์,,,บาท,อื่นๆ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active
'030000000089,เครื่องจี้ห้ามเลือด (Electrocautery),,เครื่องจี้ห้ามเลือด,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,500.00 / ครั้ง,ไม่มี,Active
'030000000090,ตู้กกจีน *รายชั่วโมง*,,ตู้กกจีน *รายชั่วโมง*,ชั่วโมง,อื่นๆ,0.0,0.0,A - Unit price,50.00 / ชั่วโมง; 50.00 / ชั่วโมง,ไม่มี,Active
'030000000091,ตู้กกจีน *เหมาคืน*,,ตู้กกจีน *เหมาคืน*,คืน,อื่นๆ,0.0,0.0,A - Unit price,250.00 / คืน; 250.00 / คืน,ไม่มี,Active
'030000000092,เครื่องจี้ตาด้วยความเย็น (Cyo),,เครื่องจี้ตาด้วยความเย็น (Cyo),บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000093,เครื่องตรวจจอประสาทตา (ERG),,เครื่องตรวจจอประสาทตา (ERG),บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000094,ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump)**24hr**,(Infusion pump)**24hr**,ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump)**24hr**,ครั้ง,วัสดุการแพทย์,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
'030000000096,Barium sulphate,Barium sulphate,Barium sulphate,ซีซี,ค่าวินิจฉัยด้วยภาพถ่ายรังสี,0.0,0.0,C - Divide factor price,50.00 / 30,ไม่มี,Active
'030000000097,ค่าปรึกษาอาการ (100),ค่าปรึกษาอาการ,ค่าปรึกษาอาการ,ครั้ง,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
'040000000002,Atropine 1 % eye drops 5ml,Isopto atropine 1 % eye drops,Atropine 1 % 5ml (ลดปวด ขยายม่านตา)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,150.00 / ขวด,มี,Active
'040000000003,Azopt eye drops,Azopt eye drops,Azopt eye drops 5 ml (ลดความดันตา)(น้ำใส),ขวด,ค่ายานำกลับ,0,0,A - Unit price,300.00 / ขวด,มี,Active
'040000000005,Dex-Oph 0.1% 4ml,Dex-Oph,Dex-Oph 0.1% 4ml (ลดอักเสบ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,50.00 / ขวด,มี,Active
'040000000008,Azarga 5 ml(ลดความดันตา) น้ำขุ่น,Brinzolamide10mg+Timolol 5mg,Azarga 5 ml(ลดความดันตา) น้ำขุ่น,ขวด,ค่ายานำกลับ,0,0,A - Unit price,350.00 / ขวด,มี,Active
'040000000011,Lac-Oph 10 ml,Lac-Oph,Lac-Oph 10 ml (น้ำตาเทียม)/น้ำใส,ขวด,ค่ายานำกลับ,0.0,0.0,A - Unit price,80.00 / ขวด,มี,Active
'040000000015,Mydriacyl 1 % eye drops,Mydriacyl 1 % eye drops (15 ml/ขวด),Mydriacyl 1 % eye drops,ขวด,ค่ายาฉีด / สารน้ำ,0,0,-,-,มี,Active
'040000000016,Poly-Oph 5 ml,Poly-Oph,Poly-Oph 5ml (ยาปฏิชีวนะ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,80.00 / ขวด,มี,Active
'040000000018,Terramycin eye ointment3.5g,Terramycin eye ointment,Terramycin eye ointment3.5g (ยาปฏิชีวนะ),หลอด,ค่ายานำกลับ,0,0,A - Unit price,50.00 / หลอด,มี,Active
'040000000019,Tetracaine hydrochloride 0.5 %,Tetracaine hydrochloride 0.5 %,Tetracaine hydrochloride 0.5 %,ขวด,ค่ายาฉีด / สารน้ำ,0,0,-,-,มี,Active
'040000000022,Vigamox eye drops 5 ml,Vigamox eye drops,Vigamox eye  5ml (ปฏิชีวนะ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,300.00 / ขวด,มี,Active
'040000000023,Volta-Oph 5 ml,Volta-Oph,Volta-Oph5 ml  (ลดอักเสบ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,200.00 / ขวด,มี,Active
'040000000024,Optimune ointment,Optimune ointment,Optimune ointment (กระตุ้นการสร้างน้ำตา),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,850.00 / หลอด; 850.00 / หลอด,มี,Active
'040000000025,Ketorolac tromethamine 0.5% (Acular) ลดอักเสบ,Ketorolac tromethamine 0.5% (Acular) ลดอักเสบ,Ketorolac tromethamine 0.5% 5ml(Acular) ลดอักเสบ/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,300.00 / ขวด,มี,Active
'040000000029,Epi-Otic 125 ml,Epi-Otic,Epi-Otic (น้ำยาล้างหู),ขวด,ค่ายานำกลับ,0.0,0.0,A - Unit price,390.00 / ขวด,มี,Active
'040000000030,Sensotop Ear 50 ml (น้ำยาล้างหู),Sensotop Ear 50 ml (น้ำยาล้างหู),Sensotop Ear 50 ml (น้ำยาล้างหู),ขวด,ค่ายานำกลับ,0,0,A - Unit price,220.00 / ขวด,มี,Active
'040000000031,Otomax 7.5g (ยาหยอดหูฆ่าเชื้อ),Otomax 7.5g (ยาหยอดหูฆ่าเชื้อ),Otomax 7.5g (ยาหยอดหูฆ่าเชื้อ),หลอด,ค่ายานำกลับ,0,0,A - Unit price,250.00 / หลอด,มี,Active
'040000000033,Sensotop Shampoo 250 ml,Sensotop Shampoo 250 ml,Sensotop Shampoo 250 ml/แชมพู,ขวด,ค่ายานำกลับ,0,0,A - Unit price,325.00 / ขวด,มี,Active
'040000000038,Malaseb 250 ml*ขายยกขวด*,Malaseb 250 ml,Malaseb 250 ml,ขวด,ค่ายานำกลับ,0,0,A - Unit price,690.00 / ขวด,มี,Active
'040000000043,KU โลชั่นทองพันชั่ง,KU โลชั่นทองพันชั่ง,KU โลชั่นทองพันชั่ง,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-30 = 45.00; 30.01-60 = 90.00; 60.01-90 = 135.00; 90.01-120 = 180.00,มี,Active
'040000000058,Revolution 6 % 0.25 ml สุนัขและแมวไม่เกิน 2.5 kg,Revolution 6 % 0.25 ml (ชมพู),Revolution 6 % 0.25 ml (ชมพู),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,250.00 / หลอด; 250.00 / หลอด,มี,Active
'040000000059,Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),Revolution 6 % 0.75 ml แมว 2.6-7.5 kg,Revolution 0.75 ml แมว 2.6-7.5 kg (สีน้ำเงิน),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,270.00 / หลอด; 270.00 / หลอด,มี,Active
'040000000060,Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg,Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,280.00 / หลอด; 280.00 / หลอด,มี,Active
'040000000061,Revolution 12 % 0.5 ml สุนัข 5.1-10kg(สีน้ำตาล),Revolution 12 % สุนัข 5.1-10 kg,Revolution 12 % สุนัข 5.1-10 kg (สีน้ำตาล),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,330.00 / หลอด; 330.00 / หลอด,มี,Active
'040000000062,Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),Revolution 12 % 1.0 ml สุนัข 10.1-20 kg,Revolution 12 % 1.0 ml สุนัข 10.1-20. kg(สีแดง),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,350.00 / หลอด; 350.00 / หลอด,มี,Active
'040000000063,Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg,Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,405.00 / หลอด; 405.00 / หลอด,มี,Active
'040000000064,Advocate for small cats <4 kg,Advocate for small cats <4 kg,Advocate for small cats <4 kg (สีส้ม),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,220.00 / หลอด; 220.00 / หลอด,มี,Active
'040000000065,Advocate for cats 4-8 kg,Advocate for cats 4-8 kg,Advocate for cats 4-8 kg (สีม่วง),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,250.00 / หลอด; 250.00 / หลอด,มี,Active
'040000000074,Povidone Iodine - solution,Povidone Iodine - solution (500 ml/ขวด),Povidone Iodine - solution,ซีซี,ค่ายานำกลับ,0.0,0.0,B - Range price,0.01-30 = 30.00; 30.01-60 = 60.00; 0.01-30 = 30.00; 30.01-60 = 60.00,มี,Active
'040000000083,Chlohexidine scrub 4% (CHX) Hydrex,Hydrex,Chlohexidine scrub 4%,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-30 = 50.00; 30.01-60 = 100.00; 60.01-120 = 200.00,มี,Active
'040000000085,Levofloxacin 0.5% 5ml (Cravit),Cravit,Cravit 0.5% 5ml(ยาปฏิชีวนะ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,250.00 / ขวด,มี,Active
'040000000086,Sodium Hyaluronate 0.3% 5ml (Hialid 0.3) น้ำตาเทียม,Sodium Hyaluronate 0.3% 5ml (Hialid 0.3) น้ำตาเทียม,Hialid 0.3% น้ำตาเทียม/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,300.00 / ขวด,มี,Active
'040000000088,***ไม่ใช้***Pemirolast Potassium 0.1% 5 ml (Pemirox),Pemirox,Pemirox,ขวด,ค่ายานำกลับ,0.0,0.0,A - Unit price,150.00 / ขวด,มี,Active
'040000000090,Cyclosporin1 %  4 ml ฝาสีแดง (ยากระตุ้นการสร้างน้ำตา),Cyclosporin1 %  4 ml ฝาสีแดง (ยากระตุ้นการสร้างน้ำตา),Cyclosporin1%4 ml ฝาสีแดง/ยากระตุ้นการสร้างน้ำตา,ขวด,ค่ายานำกลับ,0,0,A - Unit price,300.00 / ขวด,มี,Active
'040000000091,(Sx) ท่อพลาสติกทำ External fix,ท่อพลาสติกทำ External fix,ท่อพลาสติกทำ External fix,เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,500.00 / เส้น,ไม่มี,Active
'040000000092,(Sx) ผงอะคิลิค,ผงอะคิลิค,ผงอะคิลิค,ครั้ง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / ครั้ง; 200.00 / ครั้ง,ไม่มี,Active
'040000000093,"Foley catheter 8 Fr x 22"" (male)","Foley catheter 8 Fr x 22"" (male)","Foley catheter 8 Fr x 22"" (male)",เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,800.00 / เส้น; 800.00 / เส้น,ไม่มี,Active
'040000000094,Foley catheter 2 ways CH 6 ตัวผู้,Foley catheter 2 ways CH 6,Foley catheter 2 ways CH 6,เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,250.00 / เส้น; 250.00 / เส้น,ไม่มี,Active
'040000000099,เบตาดีน้ำ (Povidone Iodine solution) PVD น้ำ,เบตาดีน้ำ (Povidone Iodine solution) PVD น้ำ,เบตาดีน้ำ (Povidone Iodine solution) PVD น้ำ,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-30 = 50.00; 30.01-60 = 100.00; 60.01-90 = 150.00; 90.01-120 = 200.00,มี,Active
'040000000101,Tacrolimus 4 ml  (กระตุ้นการสร้างน้ำตา/ฝาสีเขียว),Tacrolimus (กระตุ้นการสร้างน้ำตา/ฝาสีเขียว),Tacrolimus 4 ml (กระตุ้นการสร้างน้ำตา/ฝาสีเขียว)/น้ำมัน,ขวด,ค่ายานำกลับ,0,0,A - Unit price,900.00 / ขวด,มี,Active
'040000000103,Timolol maleaste eye drops (ลดความดันตา),Timolol maleaste eye drops (ลดความดันตา),Timolol 0.5% 5ml(ลดความดันตา/น้ำใส),ขวด,ค่ายานำกลับ,0,0,A - Unit price,240.00 / ขวด,มี,Active
'040000000107,Boric acid ( Opsar ) 120 ml /ขวด,,Opsar (น้ำยาล้างตา),ซีซี,ค่ายานำกลับ,0,0,A - Unit price,100.00 / ซีซี,มี,Active
'040000000112,Malaseb (แบ่งขาย),Malaseb,Malaseb,ซีซี,ค่ายานำกลับ,0,0,C - Divide factor price,90.00 / 30,มี,Active
'040000000113,bravecto plus (Cat >6.25-12.5 kg),bravecto plus (Cat >6.25-12.5 kg),bravecto plus (Cat >6.25-12.5 kg),หลอด,ค่ายานำกลับ,0,0,A - Unit price,800.00 / หลอด,มี,Active
'040000000115,Bactacin ointment 15 g (แบบหลอด),Bactacin  15 กรัม,Bactacin ointment 15 g/ยาทาแผล,หลอด,ค่ายานำกลับ,0,0,A - Unit price,35.00 / หลอด,มี,Active
'040000000123,KU โลชั่นทองพันชั่ง(ขายยกขวด 245 ml.),KU โลชั่นทองพันชั่ง(ขายยกขวด 245 ml.),KU โลชั่นทองพันชั่ง(ขายยกขวด 245 ml.),ขวด,ค่ายานำกลับ,0,0,A - Unit price,310.00 / ขวด,มี,Active
'040000000130,Essential 6 spot on (10-20 kg.),Essential 6 spot on (10-20 kg.),Essential 6 spot on (10-20 kg.) บำรุงขนและผิวหนัง/สีส้ม,หลอด,ค่ายานำกลับ,0,0,A - Unit price,310.00 / หลอด,มี,Active
'040000000131,Essential 6 spot on (10-20 kg.) (4 หลอด/กล่อง),Essential 6 spot on (10-20 kg.),Essential 6 spot on (10-20 kg.) บำรุงขนและผิวหนัง/สีส้ม,หลอด,ค่ายานำกลับ,0,0,C - Divide factor price,"1,200.00 / 4",มี,Active
'040000000134,Sensotop Spot-on 1ml (0-20kg) *ยาหยดหลัง*,Sensotop Spot-on,Sensotop Spot-on (0-20kg)/ปรับสภาพผิวหนังลดการติดเชื้อ,หลอด,ค่ายานำกลับ,0,0,A - Unit price,195.00 / หลอด,มี,Active
'040000000135,Sensotop Spot-on 2ml (20-40kg) *ยาหยดหลัง*,Sensotop Spot-on 2ml (20-40kg),Sensotop Spot-on 20-40kg/ปรับสภาพผิวหนังลดการติดเชื้อ,หลอด,ค่ายานำกลับ,0,0,A - Unit price,260.00 / หลอด,มี,Active
'040000000137,Vidisic gel 10g (น้ำตาเทียม),Vidisic gel (น้ำตาเทียม),Vidisic gel10g  (น้ำตาเทียม)/เจลใส,หลอด,ค่ายานำกลับ,0,0,A - Unit price,190.00 / หลอด,มี,Active
'040000000139,Tobramycin eye drop 0.3 %(Tobrex),Tobramycin eye drop 0.3 %(Tobrex),Tobramycin eye drop 0.3 %5ml(ยาปฏิชีวนะ)/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,150.00 / ขวด,มี,Active
'040000000140,C-20 chlorhexidine mouth wash (น้ำยาล้างปาก),C-20 chlorhexidine mouth wash (น้ำยาล้างปาก),C-20 chlorhexidine mouth wash (น้ำยาล้างปาก),ขวด,ค่ายานำกลับ,0,0,A - Unit price,70.00 / ขวด,มี,Active
'040000000141,micohex shampoo(250ml.),micohex shampoo(250ml.),micohex shampoo(250ml.),ขวด,ค่ายานำกลับ,0,0,A - Unit price,450.00 / ขวด,มี,Active
'040000000142,micohex shampoo(120ml.),micohex shampoo(120ml.),micohex shampoo(120ml.),ขวด,ค่ายานำกลับ,0,0,A - Unit price,230.00 / ขวด,มี,Active
'040000000143,Oridernyl 10 g (ยาหยอดหู),Oridernyl 10 g (ยาหยอดหู),Oridernyl 10 g (ยาหยอดหู),หลอด,ค่ายานำกลับ,0,0,A - Unit price,350.00 / หลอด,มี,Active
'040000000144,autologous serum eye drop (ซีรั่มกระตุ้นการหายของแผลที่กระจกตา),autologous serum eye drop (ซีรั่มกระตุ้นการหายของแผลที่กระจกตา),ซีรั่มกระตุ้นการหายของแผลที่กระจกตา,ขวด,ค่ายานำกลับ,0,0,A - Unit price,150.00 / ขวด,มี,Active
'040000000145,Pred Forte (ยาหยอดตาลดอักเสบ) 5 ml,Pred Forte (ยาหยอดตาลดอักเสบ),Pred Forte 5ml(ยาหยอดตาลดอักเสบ)/แขวนตตะกอน,ขวด,ค่ายานำกลับ,0,0,A - Unit price,200.00 / ขวด,มี,Active
'040000000146,Foley catheter 2 ways CH 8,Foley catheter 2 ways CH 8,Foley catheter 2 ways CH 8,เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,250.00 / เส้น; 250.00 / เส้น,ไม่มี,Active
'040000000148,umonium sterily (น้ำยาฆ่าเชื้อ),umonium sterily (น้ำยาฆ่าเชื้อ),umonium sterily (น้ำยาฆ่าเชื้อ),ซีซี,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,C - Divide factor price,100.00 / 30; 100.00 / 30,มี,Active
'040000000149,D-Essence 60 ml **ขายยกขวดไม่แบ่งขาย**,D-Essence 60 ml,D-Essence 60 ml /บำรุงขนและผิวหนัง,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-60 = 180.00,มี,Active
'040000000150,PlaqueOff powder(ผงขัดหินปูน) 10g,PlaqueOff powder(ผงขัดหินปูน) 10g,PlaqueOff powder(ผงขัดหินปูน) 10g,กระปุก,ค่ายานำกลับ,0,0,A - Unit price,200.00 / กระปุก,มี,Active
'040000000151,PlaqueOff powder(ผงขัดหินปูน) 40g,PlaqueOff powder(ผงขัดหินปูน) 40g,PlaqueOff powder(ผงขัดหินปูน) 40g,กระปุก,ค่ายานำกลับ,0,0,A - Unit price,780.00 / กระปุก,มี,Active
'040000000153,xalatan(0.005%latanoprost) ลดความดันตา,xalatan(0.005%latanoprost) ลดความดันตา,xalatan(0.005%latanoprost) ลดความดันตา/น้ำใส,ขวด,ค่ายานำกลับ,0,0,A - Unit price,780.00 / ขวด,มี,Active
'040000000154,anicine ointment(ยาทาแผลสด ลดการปวดลดอักเสบของแผล),anicine ointment(ยาทาแผลสด ลดการปวดลดอักเสบของแผล),anicine ointment(ยาทาแผลสด ลดการปวดลดอักเสบของแผล),หลอด,ค่ายานำกลับ,0,0,A - Unit price,200.00 / หลอด,มี,Active
'040000000155,Benocort-N cream,Benocort-N cream,Benocort-N cream(ครีมฆ่าเชื้อลดอักเสบ),ตลับ,ค่ายานำกลับ,0,0,A - Unit price,30.00 / ตลับ,มี,Active
'040000000156,Nanogel  20 g,Nanogel  20 g,Nanogel  20 g (เจลลดการติดเชื้อ),หลอด,ค่ายานำกลับ,0,0,A - Unit price,230.00 / หลอด,มี,Active
'040000000157,Sensotop Spray 20 ml.,Sensotop Spray 20 ml.,Sensotop Spray 20 ml.(สเปรย์คุมการติดเชื้อ),ขวด,ค่ายานำกลับ,0,0,A - Unit price,150.00 / ขวด,มี,Active
'040000000159,Revolution PLUS 0.5ml  แมว 2.6-5 kg สีส้ม,Revolution PLUS แมว 2.6-5 kg,Revolution PLUS แมว 2.6-5 kg สีส้ม,หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,285.00 / หลอด; 285.00 / หลอด,มี,Active
'040000000161,Prac-tic 22-50 kg.(Large) กำจัดเห็บหมัด,Prac-tic 22-50 kg.(Large) กำจัดเห็บหมัด,Prac-tic 22-50 kg.(Large) กำจัดเห็บหมัด,หลอด,ค่ายาฉีด / สารน้ำ,0,0,-,-,ไม่มี,Active
'040000000162,Keto cream 5 g (ครีมฆ่าเชื้อรา),Keto cream 5 g (ครีมฆ่าเชื้อรา),Keto cream 5 g (ครีมฆ่าเชื้อรา),หลอด,ค่ายานำกลับ,0,0,A - Unit price,50.00 / หลอด,มี,Active
'040000000165,bravecto plus (cat >2.8-6.25 kg),bravecto plus (cat >2.8-6.25 kg),bravecto plus (cat >2.8-6.25 kg),หลอด,ค่ายานำกลับ,0,0,A - Unit price,700.00 / หลอด,มี,Active
'040000000166,Labocyn Spray 50 ml *ไม่แบ่งขาย*,Labocyn Spray 50 ml,Labocyn Spray 50 ml (ควบคุมการติดเชื้อ),ขวด,ค่ายานำกลับ,0,0,A - Unit price,320.00 / ขวด,มี,Active
'040000000167,Fentanyl patch (25 mcg/hr),Fentanyl patch (25 mcg/hr),Fentanyl patch (25 mcg/hr) ยาลดปวด,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / แผ่น; 300.00 / แผ่น,ไม่มี,Active
'040000000168,TEP-Plus (115ml),TEP-Plus (115ml),TEP-Plus 115ml / น้ำยาฆ่าเชื้อ/ล้างหู,ขวด,ค่ายานำกลับ,0,0,A - Unit price,390.00 / ขวด,มี,Active
'040000000169,Sildenafil 50 mg,SIDEGRA,Sildenafil 50 mg /ลดความดันในปอด,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,25.00 / เม็ด,มี,Active
'040000000170,Fentanyl patch (50mcg/hr) ยาลดปวด,,Fentanyl patch (25 mcg/hr) ยาลดปวด,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,500.00 / แผ่น; 500.00 / แผ่น,ไม่มี,Active
'040000000171,แผ่นแปะกันน้ำ,,แผ่นแปะกันน้ำ,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / แผ่น; 50.00 / แผ่น,ไม่มี,Active
'040000000173,Tx:Revolution 6 % 0.25 ml สุนัขและแมวไม่เกิน 2.5 kg,Revolution 6 % 0.25 ml สุนัขและแมวไม่เกิน 2.5 kg,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,250.00 / หลอด,ไม่มี,Active
'040000000174,Tx:Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,270.00 / หลอด,ไม่มี,Active
'040000000175,Tx:Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,280.00 / หลอด,ไม่มี,Active
'040000000176,Tx:Revolution 12 % 0.5 ml สุนัข 5.1-10kg(สีน้ำตาล),,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,330.00 / หลอด,ไม่มี,Active
'040000000177,Tx:Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,350.00 / หลอด,ไม่มี,Active
'040000000178,Tx: Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,405.00 / หลอด,ไม่มี,Active
