Item Code(รหัส),Description(ชื่อยา/บริการ),Trade Name(ชื่อการค้า),Common Name(ชื่อใช้เรียกบ่อย),Unit(หน่วยนับ),Receipt Category(หมวดใบเสร็จ),Alert Min,Alert Max,Formula,Sell Price(ราคาขาย),Rx Default,Status
'040000000179,Tx: Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,285.00 / หลอด,ไม่มี,Active
'050000000001,"สายต่อน้ำเกลือ 6 นิ้ว (Extension 6"")","Extension 6""","Extension 6""",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / อัน; 15.00 / อัน,ไม่มี,Active
'050000000002,"สายต่อน้ำเกลือ 12 นิ้ว (Extension 12"")","Extension 12""","Extension 12""",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / อัน; 15.00 / อัน,ไม่มี,Active
'050000000003,"สายต่อน้ำเกลือ 36 นิ้ว (Extension 36"")","Extension 36""","Extension 36""",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / อัน; 15.00 / อัน,ไม่มี,Active
'050000000004,ปลอกคอกันเลียเบอร์ 7.5 (Collar No. 7.5),Collar No. 7.5,Collar No. 7.5,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,130.00 / อัน; 130.00 / อัน,ไม่มี,Active
'050000000005,ปลอกคอกันเลียเบอร์ 10 (Collar No.10),Collar No.10,Collar No.10,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,140.00 / อัน; 140.00 / อัน,ไม่มี,Active
'050000000006,ปลอกคอกันเลียเบอร์ 12.5 (Collar No.12.5),Collar No.12.5,Collar No.12.5,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,160.00 / อัน; 160.00 / อัน,ไม่มี,Active
'050000000007,ปลอกคอกันเลียเบอร์ 15 (Collar No. 15),Collar No. 15,Collar No. 15,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,170.00 / อัน; 170.00 / อัน,ไม่มี,Active
'050000000008,ปลอกคอกันเลียเบอร์ 20 (Collar No.20),Collar No.20,Collar No.20,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / อัน; 200.00 / อัน,ไม่มี,Active
'050000000009,ปลอกคอกันเลียเบอร์ 25 (Collar No.25),Collar No.25,Collar No.25,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,225.00 / อัน; 225.00 / อัน,ไม่มี,Active
'050000000010,ปลอกคอกันเลียเบอร์ 30 (Collar No.30),Collar No.30,Collar No.30,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,270.00 / อัน; 270.00 / อัน,ไม่มี,Active
'050000000011,ผ้าก๊อซ แบบห่อสเตอร์ไรด์ (Gauze pack),ผ้าก๊อซ (Gauze pack),ผ้าก๊อซ (Gauze pack),ห่อ,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / ห่อ; 15.00 / ห่อ,มี,Active
'050000000012,ไซริงค์อินซูลิน 0.5 ซีซี (Insulin syringe 0.5 ml),Insulin syringe 0.5 ml,Insulin syringe 0.5 ml,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / อัน; 15.00 / อัน,มี,Active
'050000000014,ไซริงค์ 1 ซีซี (syringe 1 ml)(ไม่มีหัวเข็ม),syringe 1 ml(ไม่มีหัวเข็ม),syringe 1 ml(ไม่มีหัวเข็ม),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,10.00 / อัน; 10.00 / อัน,มี,Active
'050000000015,ไซริงค์ 3 ซีซี (Syringe 3 ml),Syringe 3 ml,Syringe 3 m,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,5.00 / อัน; 5.00 / อัน,มี,Active
'050000000016,ไซริงค์ 5 ซีซี (Syringe 5 ml),Syringe 5 ml,Syringe 5 ml,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,5.00 / อัน; 5.00 / อัน,มี,Active
'050000000017,ไซริงค์ 10 ซีซี (Syringe 10 ml),Syringe 10 m,Syringe 10 m,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,10.00 / อัน; 10.00 / อัน,มี,Active
'050000000018,ไซริงค์ 20 ซีซี (Syringe 20 ml),Syringe 20 ml,Syringe 20 ml,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,10.00 / อัน; 10.00 / อัน,มี,Active
'050000000019,ไซริงค์ 50 ซีซี (Syringe 50 ml),Syringe 50 m,Syringe 50 m,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / อัน; 20.00 / อัน,มี,Active
'050000000020,เข็มฉีดยาเข้าไขสันหลัง (Spinal needle g23 1/2),Spinal needle g23 1/2,Spinal needle g23 1/2,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,60.00 / อัน; 60.00 / อัน,ไม่มี,Active
'050000000021,"เข็มฉีดยา เบอร์ 24x1"" (ม่วง) Needle No.24x1""","Needle No.24x1""","Needle No.24x1"" (ม่วง)",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,2.00 / อัน; 2.00 / อัน,มี,Active
'050000000022,"เข็มฉีดยา เบอร์ 23x1"" (ฟ้า) Needle No.23x1""","Needle No.23x1""","Needle No.23x1"" (ฟ้า)",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,2.00 / อัน; 2.00 / อัน,มี,Active
'050000000023,"เข็มฉีดยา เบอร์ 23x 1 1/2"" (ฟ้ายาว) Needle No.23x1 1/2""","Needle No.23x 1 1/2""","Needle No.23x 1 1/2"" (ฟ้ายาว)",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,2.00 / อัน; 2.00 / อัน,ไม่มี,Active
'050000000024,"เข็มฉีดยา เบอร์ 22x1"" (ดำ) Needle No.22x1""","Needle No.22x1""","Needle No.22x1"" (ดำ)",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,2.00 / อัน; 2.00 / อัน,มี,Active
'050000000026,"เข็มฉีดยา เบอร์ 20x1"" (เหลือง) Needle No.20x1""","Needle No.20x1""","Needle No.20x1"" (เหลือง)",อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,2.00 / อัน; 2.00 / อัน,มี,Active
'050000000027,"เข็มฉีดยา เบอร์ 18x1"" (ชมพู) Needle No.18x1""","Needle No.18x1""","Needle No.18x1"" (ชมพู)",อัน,ค่ายานำกลับ,0,0,A - Unit price,2.00 / อัน,มี,Active
'050000000029,เข็มผีเสื้อ เบอร์ 20 (เหลือง) Scalp vein(butterfly) No.20,Scalp vein No.20,Scalp vein No.20 (เหลือง),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,30.00 / อัน; 30.00 / อัน,ไม่มี,Active
'050000000030,เข็มผีเสื้อ เบอร์ 22 (ดำ) Scalp vein(butterfly) No.22,Scalp vein No.22,Scalp vein No.22 (ดำ),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,30.00 / อัน; 30.00 / อัน,ไม่มี,Active
'050000000031,ชุดสายน้ำเกลือธรรมดา (Infusion set),Infusion set,Infusion set,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / อัน; 20.00 / อัน,มี,Active
'050000000032,ชุดสายน้ำเกลือเด็ก (children Infusion set),children Infusion set,children Infusion set,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / อัน; 20.00 / อัน,ไม่มี,Active
'050000000033,ชุดให้เลือด (Blood transfusion set),Blood transfusion set,Blood transfusion set,ห่อ,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / ห่อ; 50.00 / ห่อ,ไม่มี,Active
'050000000034,จุกปิดน้ำเกลือ (injection plug/heparin plug),injection plug,injection plug,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,30.00 / อัน; 30.00 / อัน,ไม่มี,Active
'050000000035,ปลั๊ก 3 ทาง (3 way valve),3 way valve,3 way valve,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active
'050000000036,เข็มให้น้ำเกลือ เบอร์ 26 (ม่วง) IV catheter No.26,IV catheter No.26,IV catheter No.26 (ม่วง),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,80.00 / อัน; 80.00 / อัน,ไม่มี,Active
'050000000037,เข็มให้น้ำเกลือ เบอร์ 24 (เหลือง) IV catheter No.24,IV catheter No.24,IV catheter No.24 (เหลือง),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active
'050000000038,เข็มให้น้ำเกลือ เบอร์ 22 (ฟ้า) IV catheter No.22,IV catheter No.22,IV catheter No.22 (ฟ้า),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active
'050000000039,เข็มให้น้ำเกลือ เบอร์ 16 (ดำยาว) IV catheter No.16,IV catheter No.16,IV catheter No.16 (ดำยาว),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active
'050000000040,สายสวนปัสสาวะสุนัข เหลือง (Feeding tube No.10) (UB catheter),Feeding tube No.10,Feeding tube No.10 (เหลือง),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,25.00 / อัน; 25.00 / อัน,ไม่มี,Active
'050000000041,สายสวนปัสสาวะสุนัข ฟ้า (Feeding tube No.8) (UB catheter),Feeding tube No.8,Feeding tube No.8 (ฟ้า),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / อัน; 20.00 / อัน,ไม่มี,Active
'050000000042,Stomach Tube 18/125cm,Stomach Tube 18/125cm,Stomach Tube 18/125cm,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active
'050000000043,สายสวนปัสสาวะสุนัข ขาว (Feeding tube No.5) (UB catheter),Feeding tube No.5,Feeding tube No.5 (ขาว),อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / อัน; 20.00 / อัน,ไม่มี,Active
'050000000044,ถุงมือตรวจ เบอร์ S,ถุงมือตรวจ เบอร์ S,ถุงมือตรวจ เบอร์ S,คู่,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,5.00 / คู่; 5.00 / คู่,ไม่มี,Active
'050000000045,ถุงมือตรวจ เบอร์ M,ถุงมือตรวจ เบอร์ M,ถุงมือตรวจ เบอร์ M,คู่,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,5.00 / คู่; 5.00 / คู่,ไม่มี,Active
'050000000048,"ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")","ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")","ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")",ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,10.00 / ม้วน; 10.00 / ม้วน,มี,Active
'050000000050,แผ่นรองซับ L,แผ่นรองซับ L,แผ่นรองซับ L,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,20.00 / แผ่น; 20.00 / แผ่น,ไม่มี,Active
'050000000051,แผ่นรองซับ L (ขายยกห่อ),แผ่นรองซับ L (ขายยกห่อ),แผ่นรองซับ L (ขายยกห่อ),แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,105.00 / แผ่น; 105.00 / แผ่น,ไม่มี,Active
'050000000052,เสื้อหลังผ่าตัด S,เสื้อหลังผ่าตัด S,เสื้อหลังผ่าตัด S,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,190.00 / ตัว; 190.00 / ตัว,ไม่มี,Active
'050000000053,เสื้อหลังผ่าตัด M,เสื้อหลังผ่าตัด M,เสื้อหลังผ่าตัด M,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / ตัว; 200.00 / ตัว,ไม่มี,Active
'050000000054,เสื้อหลังผ่าตัด L,เสื้อหลังผ่าตัด L,เสื้อหลังผ่าตัด L,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,210.00 / ตัว; 210.00 / ตัว,ไม่มี,Active
